vendor_id,distance_bin,hour,dayofweek,minutes_per_mile
CMT,0–1mi,0,0,5.5794002995607155
CMT,0–1mi,0,1,5.435564509560476
CMT,0–1mi,0,2,5.4594844644922045
CMT,0–1mi,0,3,5.874215178847047
CMT,0–1mi,0,4,5.984616846407489
CMT,0–1mi,0,5,6.761110669873325
CMT,0–1mi,0,6,6.920795677935755
CMT,0–1mi,1,0,5.426210902243519
CMT,0–1mi,1,1,5.4790297015450635
CMT,0–1mi,1,2,5.502289027612798
CMT,0–1mi,1,3,5.607442173858364
CMT,0–1mi,1,4,5.715186716931496
CMT,0–1mi,1,5,6.486408708162182
CMT,0–1mi,1,6,6.65431617238667
CMT,0–1mi,2,0,5.478739253105608
CMT,0–1mi,2,1,5.32036366445882
CMT,0–1mi,2,2,5.205814252115212
CMT,0–1mi,2,3,5.493439797735121
CMT,0–1mi,2,4,5.515922879628132
CMT,0–1mi,2,5,6.371933257895725
CMT,0–1mi,2,6,6.085007042719574
CMT,0–1mi,3,0,5.201320083101417
CMT,0–1mi,3,1,5.058671999220317
CMT,0–1mi,3,2,5.253816705239881
CMT,0–1mi,3,3,5.0982136631241834
CMT,0–1mi,3,4,8.20633005977407
CMT,0–1mi,3,5,6.224836159133402
CMT,0–1mi,3,6,6.0544306631229405
CMT,0–1mi,4,0,5.180552254082445
CMT,0–1mi,4,1,6.146154214999102
CMT,0–1mi,4,2,5.297780632744881
CMT,0–1mi,4,3,5.280650754755061
CMT,0–1mi,4,4,5.230954731334315
CMT,0–1mi,4,5,5.547646467158173
CMT,0–1mi,4,6,6.089748240056376
CMT,0–1mi,5,0,4.585016548210203
CMT,0–1mi,5,1,5.166370561860935
CMT,0–1mi,5,2,4.999524305443686
CMT,0–1mi,5,3,4.651537046894335
CMT,0–1mi,5,4,5.236069576557103
CMT,0–1mi,5,5,4.942643327626163
CMT,0–1mi,5,6,5.048576286133476
CMT,0–1mi,6,0,5.18742315376079
CMT,0–1mi,6,1,5.385393563934538
CMT,0–1mi,6,2,5.619415031611489
CMT,0–1mi,6,3,5.323227155482846
CMT,0–1mi,6,4,5.375612534592304
CMT,0–1mi,6,5,5.005912501379286
CMT,0–1mi,6,6,5.57311953023743
CMT,0–1mi,7,0,6.359601996032772
CMT,0–1mi,7,1,6.524023534444855
CMT,0–1mi,7,2,6.691993320556274
CMT,0–1mi,7,3,6.670771716224038
CMT,0–1mi,7,4,5.993784250155231
CMT,0–1mi,7,5,4.917488541279335
CMT,0–1mi,7,6,4.933989212498498
CMT,0–1mi,8,0,7.953581278735026
CMT,0–1mi,8,1,8.654876500997897
CMT,0–1mi,8,2,7.96453591424567
CMT,0–1mi,8,3,8.326886897519666
CMT,0–1mi,8,4,7.8101725433191005
CMT,0–1mi,8,5,5.6951401758745295
CMT,0–1mi,8,6,6.779875220193129
CMT,0–1mi,9,0,9.081508790098432
CMT,0–1mi,9,1,8.988677079412616
CMT,0–1mi,9,2,10.067753490024455
CMT,0–1mi,9,3,9.175608889978136
CMT,0–1mi,9,4,8.7006187420602
CMT,0–1mi,9,5,5.7447067270073235
CMT,0–1mi,9,6,4.951194461300378
CMT,0–1mi,10,0,8.200436708801877
CMT,0–1mi,10,1,9.035559466201926
CMT,0–1mi,10,2,8.858083695475342
CMT,0–1mi,10,3,9.106349494064311
CMT,0–1mi,10,4,9.306376514125695
CMT,0–1mi,10,5,5.992131288692487
CMT,0–1mi,10,6,5.584401348147433
CMT,0–1mi,11,0,8.302244436224653
CMT,0–1mi,11,1,9.40290573479123
CMT,0–1mi,11,2,9.076921098094894
CMT,0–1mi,11,3,8.935435017203718
CMT,0–1mi,11,4,8.55132425556206
CMT,0–1mi,11,5,6.722292773412702
CMT,0–1mi,11,6,6.745962866576448
CMT,0–1mi,12,0,8.131315621716205
CMT,0–1mi,12,1,9.953458226120306
CMT,0–1mi,12,2,9.274924448907067
CMT,0–1mi,12,3,9.399115851750228
CMT,0–1mi,12,4,8.914104946948136
CMT,0–1mi,12,5,7.475801949944482
CMT,0–1mi,12,6,6.5606702192243365
CMT,0–1mi,13,0,7.940210441250155
CMT,0–1mi,13,1,9.05855127935416
CMT,0–1mi,13,2,9.024437750652762
CMT,0–1mi,13,3,9.631720718635336
CMT,0–1mi,13,4,9.95422317159703
CMT,0–1mi,13,5,7.972918577740751
CMT,0–1mi,13,6,6.529141004450863
CMT,0–1mi,14,0,7.546936648993202
CMT,0–1mi,14,1,8.60653877912184
CMT,0–1mi,14,2,8.82339258957166
CMT,0–1mi,14,3,9.726703784239012
CMT,0–1mi,14,4,10.520343924565465
CMT,0–1mi,14,5,7.514697908419755
CMT,0–1mi,14,6,7.6923487680531055
CMT,0–1mi,15,0,7.64085197048694
CMT,0–1mi,15,1,9.04349923309896
CMT,0–1mi,15,2,8.536075395583893
CMT,0–1mi,15,3,9.301172842165851
CMT,0–1mi,15,4,9.068187568868515
CMT,0–1mi,15,5,7.940660366236077
CMT,0–1mi,15,6,7.2460663456259065
CMT,0–1mi,16,0,7.120752185147234
CMT,0–1mi,16,1,7.5181366284882545
CMT,0–1mi,16,2,7.791637279840268
CMT,0–1mi,16,3,8.367645958481795
CMT,0–1mi,16,4,7.6998362436631265
CMT,0–1mi,16,5,7.141037814035449
CMT,0–1mi,16,6,7.0245944681108465
CMT,0–1mi,17,0,7.758379228324026
CMT,0–1mi,17,1,7.83733173440213
CMT,0–1mi,17,2,8.338245174373807
CMT,0–1mi,17,3,8.863013316210116
CMT,0–1mi,17,4,7.312105469569985
CMT,0–1mi,17,5,9.044365645654784
CMT,0–1mi,17,6,6.9705743039344705
CMT,0–1mi,18,0,7.8807990443861975
CMT,0–1mi,18,1,7.7738243040240445
CMT,0–1mi,18,2,8.284494258200581
CMT,0–1mi,18,3,8.652269686081759
CMT,0–1mi,18,4,7.410565772703388
CMT,0–1mi,18,5,7.540323773642428
CMT,0–1mi,18,6,7.391001525075763
CMT,0–1mi,19,0,6.86127315424987
CMT,0–1mi,19,1,6.867459554072303
CMT,0–1mi,19,2,7.281836125331051
CMT,0–1mi,19,3,7.924013702831704
CMT,0–1mi,19,4,7.873025110648346
CMT,0–1mi,19,5,8.256613725689254
CMT,0–1mi,19,6,6.417391372726531
CMT,0–1mi,20,0,6.6790704703087735
CMT,0–1mi,20,1,6.3230851851431895
CMT,0–1mi,20,2,6.439786158087369
CMT,0–1mi,20,3,7.513385553530614
CMT,0–1mi,20,4,7.144911658539308
CMT,0–1mi,20,5,7.899358770703951
CMT,0–1mi,20,6,6.259847375808224
CMT,0–1mi,21,0,6.686024448960093
CMT,0–1mi,21,1,5.927111121406343
CMT,0–1mi,21,2,6.117495108693999
CMT,0–1mi,21,3,9.325657964680579
CMT,0–1mi,21,4,7.04131337345512
CMT,0–1mi,21,5,7.905183260033847
CMT,0–1mi,21,6,5.651708047325827
CMT,0–1mi,22,0,6.130870227751529
CMT,0–1mi,22,1,5.963758579085596
CMT,0–1mi,22,2,6.177048441386826
CMT,0–1mi,22,3,6.323332364846275
CMT,0–1mi,22,4,6.614205412053391
CMT,0–1mi,22,5,6.976613766436883
CMT,0–1mi,22,6,5.3507662688042785
CMT,0–1mi,23,0,5.860998513295604
CMT,0–1mi,23,1,5.853107441453264
CMT,0–1mi,23,2,5.837838387097962
CMT,0–1mi,23,3,5.8914970844906245
CMT,0–1mi,23,4,6.762189730516477
CMT,0–1mi,23,5,7.433344199534872
CMT,0–1mi,23,6,5.369692932855276
CMT,1–3mi,0,0,4.036125893652573
CMT,1–3mi,0,1,4.325814158587126
CMT,1–3mi,0,2,4.064210537058499
CMT,1–3mi,0,3,4.226470451322315
CMT,1–3mi,0,4,4.505864716396475
CMT,1–3mi,0,5,4.985685304207753
CMT,1–3mi,0,6,5.410303859595159
CMT,1–3mi,1,0,3.9299423910903233
CMT,1–3mi,1,1,3.9628702348747793
CMT,1–3mi,1,2,3.9976324430001653
CMT,1–3mi,1,3,4.074996385674903
CMT,1–3mi,1,4,4.310868243055474
CMT,1–3mi,1,5,4.84642956907614
CMT,1–3mi,1,6,4.849989507030855
CMT,1–3mi,2,0,3.842140291738566
CMT,1–3mi,2,1,3.954931242727818
CMT,1–3mi,2,2,3.9436428103863634
CMT,1–3mi,2,3,3.857654425281662
CMT,1–3mi,2,4,4.036911294188296
CMT,1–3mi,2,5,4.464586114042318
CMT,1–3mi,2,6,4.561395920622623
CMT,1–3mi,3,0,3.8581342347825167
CMT,1–3mi,3,1,3.8896822377760483
CMT,1–3mi,3,2,3.8598553456539384
CMT,1–3mi,3,3,3.9133489435872044
CMT,1–3mi,3,4,3.9857189705458764
CMT,1–3mi,3,5,4.369787939054927
CMT,1–3mi,3,6,4.4366452113824675
CMT,1–3mi,4,0,3.614058257420929
CMT,1–3mi,4,1,3.61919616868305
CMT,1–3mi,4,2,3.669089282086205
CMT,1–3mi,4,3,3.6333454170153106
CMT,1–3mi,4,4,3.6480526520339223
CMT,1–3mi,4,5,4.030527570058385
CMT,1–3mi,4,6,4.149226334161468
CMT,1–3mi,5,0,3.63736230844968
CMT,1–3mi,5,1,3.729368580399442
CMT,1–3mi,5,2,3.5630965632111935
CMT,1–3mi,5,3,3.656517422039403
CMT,1–3mi,5,4,3.6967548071109997
CMT,1–3mi,5,5,3.8343271809146517
CMT,1–3mi,5,6,3.803734268995906
CMT,1–3mi,6,0,4.086729488857196
CMT,1–3mi,6,1,4.142039993206215
CMT,1–3mi,6,2,4.017291144770946
CMT,1–3mi,6,3,4.155652551172857
CMT,1–3mi,6,4,4.282641172150939
CMT,1–3mi,6,5,3.6561612878704586
CMT,1–3mi,6,6,3.658135523658317
CMT,1–3mi,7,0,5.117273967275598
CMT,1–3mi,7,1,5.276047352354764
CMT,1–3mi,7,2,5.379447382253548
CMT,1–3mi,7,3,5.256821627015006
CMT,1–3mi,7,4,5.016471496190936
CMT,1–3mi,7,5,4.015266763446537
CMT,1–3mi,7,6,3.7323759009722
CMT,1–3mi,8,0,6.770486557670598
CMT,1–3mi,8,1,6.8925196408058325
CMT,1–3mi,8,2,6.697007632559885
CMT,1–3mi,8,3,6.880230465158514
CMT,1–3mi,8,4,6.73863302216387
CMT,1–3mi,8,5,4.229392061531128
CMT,1–3mi,8,6,3.827214706900767
CMT,1–3mi,9,0,6.9897870163613325
CMT,1–3mi,9,1,7.294293545623652
CMT,1–3mi,9,2,7.440461269099243
CMT,1–3mi,9,3,7.663114404085497
CMT,1–3mi,9,4,7.310577252347975
CMT,1–3mi,9,5,4.876930838666001
CMT,1–3mi,9,6,4.1669589926569035
CMT,1–3mi,10,0,6.466046275209681
CMT,1–3mi,10,1,7.170872642629907
CMT,1–3mi,10,2,7.542154071275395
CMT,1–3mi,10,3,7.484480685120696
CMT,1–3mi,10,4,7.04694810932393
CMT,1–3mi,10,5,5.024312715523109
CMT,1–3mi,10,6,4.613029112427364
CMT,1–3mi,11,0,6.621410966447494
CMT,1–3mi,11,1,7.456686923442773
CMT,1–3mi,11,2,7.4833880810984965
CMT,1–3mi,11,3,7.681605706521241
CMT,1–3mi,11,4,7.205829054179539
CMT,1–3mi,11,5,5.322847726765684
CMT,1–3mi,11,6,5.012869438351025
CMT,1–3mi,12,0,6.379329046669761
CMT,1–3mi,12,1,7.48813091103231
CMT,1–3mi,12,2,7.502518095336536
CMT,1–3mi,12,3,7.4056097256529245
CMT,1–3mi,12,4,7.127810595674636
CMT,1–3mi,12,5,5.7693430227056535
CMT,1–3mi,12,6,5.225865549754064
CMT,1–3mi,13,0,6.361810276105206
CMT,1–3mi,13,1,7.1042056147708825
CMT,1–3mi,13,2,7.460191877670078
CMT,1–3mi,13,3,7.61917015230777
CMT,1–3mi,13,4,7.130204869675959
CMT,1–3mi,13,5,6.25643023890029
CMT,1–3mi,13,6,5.55626230840457
CMT,1–3mi,14,0,6.2564230282608975
CMT,1–3mi,14,1,7.128636674369406
CMT,1–3mi,14,2,7.152996460272592
CMT,1–3mi,14,3,7.430962528999547
CMT,1–3mi,14,4,6.978547961673924
CMT,1–3mi,14,5,6.184003223879817
CMT,1–3mi,14,6,6.065530280428893
CMT,1–3mi,15,0,6.063124777368825
CMT,1–3mi,15,1,6.876827179161288
CMT,1–3mi,15,2,7.135733504897969
CMT,1–3mi,15,3,7.542241293663812
CMT,1–3mi,15,4,6.762231436170336
CMT,1–3mi,15,5,6.135772941285628
CMT,1–3mi,15,6,5.672070128580796
CMT,1–3mi,16,0,5.757584536629271
CMT,1–3mi,16,1,6.083042257946218
CMT,1–3mi,16,2,6.304749005770613
CMT,1–3mi,16,3,6.6184107024436996
CMT,1–3mi,16,4,6.355036899099979
CMT,1–3mi,16,5,5.985917618973584
CMT,1–3mi,16,6,5.589728916760958
CMT,1–3mi,17,0,6.272109307703633
CMT,1–3mi,17,1,6.23068558601464
CMT,1–3mi,17,2,6.684477989317097
CMT,1–3mi,17,3,7.287608541878889
CMT,1–3mi,17,4,6.69479549430396
CMT,1–3mi,17,5,5.73933688548324
CMT,1–3mi,17,6,5.459040641807465
CMT,1–3mi,18,0,6.016735878220014
CMT,1–3mi,18,1,6.438501340846645
CMT,1–3mi,18,2,6.578388899919626
CMT,1–3mi,18,3,7.070095833963284
CMT,1–3mi,18,4,6.444228204714024
CMT,1–3mi,18,5,6.108884933193209
CMT,1–3mi,18,6,5.617256245879067
CMT,1–3mi,19,0,5.611663670241644
CMT,1–3mi,19,1,5.597771169120433
CMT,1–3mi,19,2,5.7396010484784314
CMT,1–3mi,19,3,6.413368824134745
CMT,1–3mi,19,4,6.257963034187552
CMT,1–3mi,19,5,6.477345557410118
CMT,1–3mi,19,6,5.184675111727562
CMT,1–3mi,20,0,5.529102128783318
CMT,1–3mi,20,1,5.0078224414989725
CMT,1–3mi,20,2,5.255693684409603
CMT,1–3mi,20,3,6.17431693726808
CMT,1–3mi,20,4,5.877473255671872
CMT,1–3mi,20,5,6.299796760331636
CMT,1–3mi,20,6,4.766236398485159
CMT,1–3mi,21,0,5.430532906721161
CMT,1–3mi,21,1,4.784497028543642
CMT,1–3mi,21,2,4.824999546791679
CMT,1–3mi,21,3,5.2082990042113035
CMT,1–3mi,21,4,5.698017703302383
CMT,1–3mi,21,5,5.889580551858532
CMT,1–3mi,21,6,4.735685543173638
CMT,1–3mi,22,0,4.894352990138317
CMT,1–3mi,22,1,4.811213473117214
CMT,1–3mi,22,2,4.770531069488333
CMT,1–3mi,22,3,4.864701597889144
CMT,1–3mi,22,4,5.42602465794222
CMT,1–3mi,22,5,5.719510882713299
CMT,1–3mi,22,6,4.247528907408491
CMT,1–3mi,23,0,4.464335949749292
CMT,1–3mi,23,1,4.371084773034356
CMT,1–3mi,23,2,4.588050869494239
CMT,1–3mi,23,3,4.613240081079935
CMT,1–3mi,23,4,5.344232206662781
CMT,1–3mi,23,5,5.582127540127113
CMT,1–3mi,23,6,4.192029228005592
CMT,3–6mi,0,0,3.1556386679293875
CMT,3–6mi,0,1,3.423756041591597
CMT,3–6mi,0,2,3.3747209603535806
CMT,3–6mi,0,3,3.4660619697537984
CMT,3–6mi,0,4,3.76607724856229
CMT,3–6mi,0,5,3.8688874142047873
CMT,3–6mi,0,6,4.041880255008966
CMT,3–6mi,1,0,3.0361154193982576
CMT,3–6mi,1,1,3.230614633806817
CMT,3–6mi,1,2,3.0631910766155763
CMT,3–6mi,1,3,3.2794792257317513
CMT,3–6mi,1,4,3.432100225525329
CMT,3–6mi,1,5,3.61241665707711
CMT,3–6mi,1,6,3.592822708024986
CMT,3–6mi,2,0,3.0044230583691394
CMT,3–6mi,2,1,3.1607747872272682
CMT,3–6mi,2,2,3.039000379584175
CMT,3–6mi,2,3,3.0278323568427554
CMT,3–6mi,2,4,3.2380018368228876
CMT,3–6mi,2,5,3.464867813647256
CMT,3–6mi,2,6,3.3786122192267505
CMT,3–6mi,3,0,2.971905670930812
CMT,3–6mi,3,1,3.0248797881512752
CMT,3–6mi,3,2,3.07939494338677
CMT,3–6mi,3,3,3.1473507754701395
CMT,3–6mi,3,4,3.2041526515220085
CMT,3–6mi,3,5,3.397932093428734
CMT,3–6mi,3,6,3.4198158128734923
CMT,3–6mi,4,0,2.9311873362901406
CMT,3–6mi,4,1,2.9045845923404605
CMT,3–6mi,4,2,2.8907936446419438
CMT,3–6mi,4,3,2.926742718638361
CMT,3–6mi,4,4,3.013311024328697
CMT,3–6mi,4,5,3.2154234963627584
CMT,3–6mi,4,6,3.283642575398422
CMT,3–6mi,5,0,2.96458091723639
CMT,3–6mi,5,1,3.0754690802307447
CMT,3–6mi,5,2,3.009464961054726
CMT,3–6mi,5,3,2.9739184197652704
CMT,3–6mi,5,4,3.063145040437136
CMT,3–6mi,5,5,3.0239760234980793
CMT,3–6mi,5,6,3.1344409818370664
CMT,3–6mi,6,0,3.1191648251092112
CMT,3–6mi,6,1,3.281277915173546
CMT,3–6mi,6,2,3.4041467129563356
CMT,3–6mi,6,3,3.320058263097562
CMT,3–6mi,6,4,3.56529020594223
CMT,3–6mi,6,5,2.986102199983065
CMT,3–6mi,6,6,3.0227471668313153
CMT,3–6mi,7,0,4.015578948398846
CMT,3–6mi,7,1,4.182277806993747
CMT,3–6mi,7,2,4.08507034240785
CMT,3–6mi,7,3,4.094026044922459
CMT,3–6mi,7,4,4.091834740637835
CMT,3–6mi,7,5,3.15922022568185
CMT,3–6mi,7,6,2.982408460729896
CMT,3–6mi,8,0,4.943662440866967
CMT,3–6mi,8,1,5.188426674405193
CMT,3–6mi,8,2,5.00869013921902
CMT,3–6mi,8,3,5.040696736494904
CMT,3–6mi,8,4,5.0284796708726995
CMT,3–6mi,8,5,3.4769624695376744
CMT,3–6mi,8,6,3.1445922471348013
CMT,3–6mi,9,0,5.269955092700651
CMT,3–6mi,9,1,5.226901195062174
CMT,3–6mi,9,2,5.352296664664823
CMT,3–6mi,9,3,5.241909641238684
CMT,3–6mi,9,4,5.17972139360866
CMT,3–6mi,9,5,3.793610965095004
CMT,3–6mi,9,6,3.400691645960126
CMT,3–6mi,10,0,4.6938790945711455
CMT,3–6mi,10,1,5.151074957226089
CMT,3–6mi,10,2,5.358809877500774
CMT,3–6mi,10,3,5.250474054500894
CMT,3–6mi,10,4,5.216411317787014
CMT,3–6mi,10,5,3.9999975966099135
CMT,3–6mi,10,6,3.6399599226043997
CMT,3–6mi,11,0,4.92099625255387
CMT,3–6mi,11,1,5.318365295414833
CMT,3–6mi,11,2,5.363883695926779
CMT,3–6mi,11,3,5.5622265132632105
CMT,3–6mi,11,4,5.233984611764296
CMT,3–6mi,11,5,4.33768945350553
CMT,3–6mi,11,6,3.825401122095942
CMT,3–6mi,12,0,4.876748067716154
CMT,3–6mi,12,1,5.450775377064729
CMT,3–6mi,12,2,5.238334887855669
CMT,3–6mi,12,3,5.539423683379626
CMT,3–6mi,12,4,5.3499160569794855
CMT,3–6mi,12,5,4.565080262222125
CMT,3–6mi,12,6,4.33777117920594
CMT,3–6mi,13,0,4.683089700445431
CMT,3–6mi,13,1,4.85306821785663
CMT,3–6mi,13,2,5.107389879982555
CMT,3–6mi,13,3,5.466013695306433
CMT,3–6mi,13,4,5.109975592794919
CMT,3–6mi,13,5,4.642000711939579
CMT,3–6mi,13,6,4.533073951240537
CMT,3–6mi,14,0,4.7561289729372325
CMT,3–6mi,14,1,5.102401376217466
CMT,3–6mi,14,2,5.063246549022071
